0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,0.9200751062864522,0.741927605330338,0.0,0.8364317793381417,0.7234076366800076,-0.03099322241091597,0.7785707915344566,0.6100748849999251,-0.044000679170820754,0.7738218485501597,0.4937218702541211,-0.05752333492505651,0.8055510582152697,0.4334086626448151,-0.0640226347804454,0.8474785219818362,0.5209896976592728,-0.003729238240968064,0.8189296542051555,0.4693364675055636,-0.035762552440995285,0.8267658050176608,0.5544606260113893,-0.03919545061722922,0.8435506488724482,0.5916667517291083,-0.036285956546031735,0.898966457805465,0.5124757916637267,-0.0050483410476896305,0.8605870291970809,0.45091022897343985,-0.04374226475062834,0.8661761159118201,0.5692486383614127,-0.03838863956694003,0.8852552614597177,0.5866131486070162,-0.023167288404816952,0.9459955818691976,0.5165515616607457,-0.01614002786049531,0.9104036929368544,0.457132441029562,-0.05660523798620915,0.9081210888817081,0.5665225299114935,-0.04193582720517426,0.926946760771308,0.5927434559725122,-0.02001800206876825,1.0,0.5256412224165785,-0.031045582379572258,0.9634112785942985,0.4767803376564177,-0.053544931931295676,0.9560661305472788,0.5512545418687148,-0.04541087320036124,0.9722031338791685,0.5727974558457009,-0.02995642378396534
a,0.9148353279062486,0.7553943448312377,0.0,0.8273424242645939,0.721668588318144,-0.029714037217161045,0.7726229113400768,0.6097221636646691,-0.04484347886622085,0.7678002914494265,0.492408112765782,-0.06133737854356894,0.8047671990949847,0.4283553094487403,-0.07100573546405224,0.8403676688593882,0.5262002414892536,-0.0020947255795708145,0.8141858682854044,0.47344346041776325,-0.035566991395220036,0.8199394338495708,0.5553300241255442,-0.04035326213003055,0.8365399533177091,0.593788119238581,-0.03791760470838426,0.8944110148906808,0.5177172696192294,-0.005444644289640482,0.8575623704563413,0.45462279051248466,-0.043776550298331766,0.861777232084236,0.5706292334439612,-0.038788103588315505,0.8802423581261948,0.5915746060224786,-0.023948495900120683,0.943671639780516,0.5235144296579395,-0.018969659725893328,0.9091489642050897,0.45870981021243556,-0.058507598411320805,0.9056383268138978,0.5656762072445116,-0.04347655073578497,0.9231022884006793,0.5979462250843058,-0.021660346944890926,0.9999999999999999,0.5359455675468854,-0.036543699953562075,0.9628144411750263,0.4858363211512923,-0.05857511610799995,0.9548725536655146,0.5596028860145531,-0.04979883846369149,0.9692977239385179,0.5862016247464562,-0.03386981437880023
a,0.9142783935897324,0.7682669042565271,0.0,0.8270806620947782,0.7415651691793357,-0.037136094269569785,0.7693092715366765,0.626332362837599,-0.05603399842097141,0.7649674026527497,0.504883587251367,-0.07420356385556975,0.8050755563033875,0.4416524111217922,-0.08511724946215105,0.8356808817550633,0.537463196481635,-0.013866988132843136,0.8127119463534844,0.4883533615885052,-0.04808835671763723,0.8180132007648113,0.5748634095830669,-0.05126524377862889,0.8328110003615031,0.6104263009401074,-0.047884652030616356,0.893036367461897,0.5296424536179508,-0.01313425681373669,0.8561099472211533,0.4665719923788577,-0.051138937007578385,0.8613076851523653,0.5889366321300136,-0.04257249812314124,0.8792368774280591,0.6037153145085051,-0.025572691421586993,0.9438741460273501,0.5373683766118037,-0.02278253534080215,0.9095222289189953,0.4718441303857111,-0.062078511311953,0.9060849607487881,0.5826475653858667,-0.04547840627835497,0.9230150772404575,0.610086520162114,-0.02295513144830666,1.0,0.5493533399810682,-0.03676006644133634,0.9649449217236115,0.5014324121669179,-0.05893345116282491,0.9562899172496461,0.5764201411348747,-0.05012811409523608,0.9703565886055863,0.5974699223710683,-0.03421653061643566
a,0.9069050859613997,0.7766859323416963,0.0,0.825231589762197,0.7461553274389618,-0.0348429468564868,0.7678757392787998,0.6264698613324949,-0.053127773436584126,0.7638888707383006,0.5059658506717362,-0.0709553757536925,0.8042687621243261,0.4467914906112986,-0.08126278255180958,0.8362370473665013,0.5327914806177982,-0.013696155932814466,0.8125200110235996,0.4857863981541236,-0.049191766047543696,0.817736618222533,0.5753201283319195,-0.05265302451367207,0.8343528113061851,0.6123338628607318,-0.04906959550538477,0.8941853586763379,0.5269047707817723,-0.014858903305580871,0.8566764462036421,0.46819080359658394,-0.05475255324325602,0.8601130572385421,0.5918946562062904,-0.04585369669188232,0.8796132207860196,0.6080117123824467,-0.0282706732851826,0.9448473319852357,0.5365383129664514,-0.02627163448695483,0.9101395207962821,0.47601117888327243,-0.06738734538421358,0.9052048840542555,0.5873930455230848,-0.05002780403206991,0.9234336437340176,0.6132215547503528,-0.026405607449155183,1.0,0.5528523564097351,-0.04190555296535984,0.9656867014568602,0.5061599551983691,-0.0646678640930072,0.9553312826158065,0.5822075334849527,-0.05512364842711913,0.9698798973436892,0.6034467582814408,-0.038501514495764486
a,0.9078632519801199,0.771793627911404,0.0,0.8187938500166483,0.7364809583936859,-0.034530919267228545,0.7639697126432168,0.6200018578855199,-0.053480524887064645,0.7614811399771473,0.4988018549801845,-0.0724571721070983,0.8024585253817362,0.43549872566638265,-0.08411219258397852,0.8351028737207445,0.5297781203015279,-0.011979894792453927,0.8122798587242442,0.4800118660013449,-0.0457458196620101,0.8162008381892574,0.5690153627253881,-0.04784161774425938,0.831724962603364,0.6053259384902272,-0.04360313959715996,0.8934436902040883,0.5247115212221369,-0.013165443654269677,0.8565418786892502,0.4589404624147083,-0.04979768257452472,0.8586253864382767,0.584510930750949,-0.03893680541936796,0.8768141621337701,0.5998730444894771,-0.020477200380598935,0.944337367544422,0.536207589271208,-0.024833208423026006,0.9090920559338226,0.4687448224820968,-0.06294019653829289,0.9030883332817254,0.5806529511899833,-0.0448290812220911,0.9215135115297852,0.6076200448262666,-0.021526518639829014,1.0,0.5522397650959888,-0.04071283263700854,0.9633982025913298,0.5036018895383843,-0.06240575818358432,0.9526359993225981,0.5776107592214772,-0.052925906875590865,0.9680819855061993,0.5972024678530374,-0.036532258110759795
a,0.9113374384879138,0.750223192640538,0.0,0.8204581652768699,0.7111190794138144,-0.03378482569665973,0.764160387080075,0.5931938150984766,-0.051189351731639195,0.7618777325257602,0.4703364065046571,-0.06949760609491419,0.803517281252334,0.41039150990970835,-0.08062943016176859,0.8354240533069482,0.5069060187958072,-0.0015113316420866294,0.8106139885431392,0.45481415366943206,-0.03379520403295139,0.8144865238448094,0.537351842590666,-0.03757354693759361,0.8312025890869659,0.5720762511740931,-0.03493626262287931,0.8925203979868139,0.5019661363251153,-0.0024208062264522512,0.8581854036461614,0.4393055828552165,-0.03764805273813501,0.85978418144543,0.5592952996575682,-0.029929967678281405,0.8769367255873306,0.5735091998881214,-0.01384204995515213,0.9431420065932388,0.5136733856355378,-0.014300285511255631,0.9116406859043857,0.4492991777254904,-0.052873824402250816,0.9044790824702134,0.557818688100537,-0.03782639563903898,0.9204788976507821,0.5848965665379485,-0.01591679316305672,1.0,0.5287167677354319,-0.030504009766720047,0.9660075795405787,0.48190347117358917,-0.053243019346901066,0.9571482840241022,0.5547503266675973,-0.0453330588954183,0.971548573753981,0.574920130267793,-0.02951962854135376
a,0.9094982843430043,0.7272673976917042,0.0,0.8200574896622177,0.6947418540864766,-0.04056098743548264,0.7638071991097767,0.5726829435860438,-0.06251695042483915,0.7607881753542092,0.44721809645929117,-0.0827099175184144,0.8088817394190363,0.39373864638752837,-0.09549723158691946,0.8331186677957265,0.4831138277069631,-0.01717492717064005,0.809410839091911,0.4370640242233938,-0.04855379085608665,0.8144960217118438,0.5201919234954091,-0.04851508117961643,0.8323460189755018,0.5530008476775518,-0.04291872394958304,0.8929829893682816,0.4813334768196527,-0.013167504466048469,0.8580299720657734,0.41955919590384316,-0.04389038739982193,0.861259591172855,0.5418821045588634,-0.02825508244260008,0.8782757397097359,0.5538109005272018,-0.007523723859658904,0.9442398971606185,0.49582064219886557,-0.02017474090445812,0.9121972590680313,0.4336435967538157,-0.05460627863964377,0.9052352547946302,0.5406901039751104,-0.03506679708670791,0.9204152590197776,0.5649783755426343,-0.011014156882650356,1.0,0.5101385883653093,-0.03171566775350443,0.9675435269623838,0.46791436750190807,-0.052451372555019596,0.9565025342057458,0.5392310525972005,-0.04298103641453286,0.9695936502743109,0.5539730214335019,-0.02612130117547955
a,0.9034416169703366,0.7380365710070294,0.0,0.8185695991676027,0.6953214388687828,-0.03183648998262252,0.7644179100489932,0.5817042176849544,-0.051501753147743475,0.7612043933893584,0.459698493469251,-0.07233997540509421,0.8081454112577727,0.4017605692600043,-0.08578732271388533,0.8405231130144828,0.48571031520293956,-0.005304929009483586,0.8111132757201005,0.44272797136185205,-0.04036467755180497,0.8159470578696463,0.5321632570364326,-0.04627149966955698,0.8319274383485346,0.5678706221865495,-0.04503534868325599,0.8937602486504901,0.4825209926872087,-0.009882600421467925,0.8549037113890965,0.4257742589894047,-0.04930259545276261,0.8595310269486398,0.5478047339627522,-0.044162852007167706,0.8790304679229068,0.5642530410591692,-0.02983917898360105,0.944538784288798,0.49508476670648316,-0.024851653161361953,0.9090286088330148,0.4336993254212546,-0.0637630400683967,0.903771651810646,0.5421865346230446,-0.04795653180657895,0.9203240085688831,0.5717494778035429,-0.026556057775764075,1.0,0.5147583535662428,-0.04427182306213999,0.9655214895577408,0.46576892291901606,-0.06406122268742762,0.9523185374268935,0.5389047771188709,-0.05385449448896736,0.965766548033725,0.5617165522454355,-0.03793895023390765
a,0.9084186864230458,0.7658529058099288,0.0,0.8237411136456837,0.7283749272996415,-0.03166205126968195,0.7705659726688929,0.6154198215451552,-0.04766986291566034,0.7689125868403142,0.49628405290834654,-0.06367608683638841,0.809742708674942,0.4399465218276221,-0.07248535744569443,0.8435751001498398,0.5260754594994833,-0.009937184257360177,0.8189441733720103,0.47552406162936983,-0.041344252277944575,0.8234601263823638,0.5675270825821719,-0.042808167987201114,0.8385761389420868,0.6043187863162072,-0.03846826138640112,0.8977477383620542,0.5225405838616377,-0.011589773864138054,0.8624038890690671,0.46020334811196495,-0.0470189993667595,0.8639542261027958,0.5826111613395347,-0.03750568938813325,0.8823947513209874,0.6020518638167522,-0.0202384341505367,0.9470027219980566,0.5344305651935748,-0.022844431537551436,0.9138771773115695,0.47049754524936754,-0.059199494313518376,0.9064537384139938,0.5799213235662705,-0.0416147412093716,0.9238004365343234,0.6090480088104078,-0.01905319017364439,1.0,0.5532456520203,-0.03813565064027651,0.9684670687758982,0.5022235136664596,-0.05736302701343002,0.9539582514227529,0.5753195720538312,-0.04697915760743196,0.9675604658620859,0.5982209021910666,-0.03058307754206656
a,0.910946276119022,0.797440214359134,0.0,0.8278319020374821,0.75788922256061,-0.028839188763276728,0.7749031483997804,0.6460542276692319,-0.0452796272781963,0.771283515913004,0.5288288061079559,-0.06296725072631011,0.8109009413274298,0.4716160453790807,-0.07353219962009815,0.844793234597397,0.5556675255877068,-0.006066819059665999,0.8159383625220907,0.5078185983983348,-0.03963499014721812,0.8229355753858533,0.5984175189751015,-0.044005369589274174,0.8398179411361256,0.6345075039229665,-0.041730239305571876,0.8968569671947114,0.5504075440906991,-0.01089439696269199,0.857351187162565,0.4922012778629044,-0.048872982348034645,0.86276798736285,0.6112801896187633,-0.042619788498126636,0.8838233683934691,0.6282499417168046,-0.027785275961703482,0.9463706946557232,0.5604796568580713,-0.02538886011679399,0.90900632226578,0.499221250391374,-0.06336172434908897,0.9050663628764034,0.6066085377653577,-0.04715694399676936,0.9239169013885241,0.6347442890157553,-0.025768289581978774,1.0,0.5784579850438247,-0.043869162415120296,0.9641899743061839,0.5280226449436944,-0.0637290699509068,0.9519651894003937,0.6002531705135626,-0.053637840218541996,0.9671095164309401,0.6233798732594239,-0.0379392341365137
